#code,name,kind
580004,able KQ Monthly Best 11 ETN,거래소
580006,able KTOP30 ETN,거래소
580003,able Monthly Best 11 ETN,거래소
580002,able Quant비중조절 ETN,거래소
580005,able 우량주 Monthly Best 11 ETN,거래소
580001,able 코스피200선물플러스 ETN,거래소
095570,AJ네트웍스,거래소
068400,AJ렌터카,거래소
006840,AK홀딩스,거래소
152100,ARIRANG 200,거래소
253150,ARIRANG 200선물레버리지,거래소
253160,ARIRANG 200선물인버스2X,거래소
189400,ARIRANG AC 월드(합성 H),거래소
141240,ARIRANG K100EW,거래소
122090,ARIRANG KOSPI50,거래소
222170,ARIRANG S&P 배당성장,거래소
251590,ARIRANG 고배당저변동50,거래소
161510,ARIRANG 고배당주,거래소
251600,ARIRANG 고배당주채권혼합,거래소
190160,ARIRANG 단기유동성,거래소
213630,ARIRANG 미국고배당주(합성 H),거래소
190150,ARIRANG 바벨 채권,거래소
161490,ARIRANG 방어주,거래소
195970,ARIRANG 선진국(합성 H),거래소
236460,ARIRANG 스마트베타 LowVOL,거래소
222190,ARIRANG 스마트베타 Momentum,거래소
222200,ARIRANG 스마트베타 Quality,거래소
222180,ARIRANG 스마트베타 Value,거래소
244820,ARIRANG 스마트베타4종결합,거래소
238670,ARIRANG 스마트베타Quality채권혼합,거래소
195980,ARIRANG 신흥국(합성 H),거래소
256450,ARIRANG 심천차이넥스트(합성),거래소
239660,ARIRANG 우량회사채50,거래소
161500,ARIRANG 주도주,거래소
204420,ARIRANG 차이나H 레버리지(합성 H),거래소
227830,ARIRANG 코스피,거래소
027410,BGF리테일,거래소
138930,BNK금융지주,거래소
001460,BYC,거래소
001465,BYC우,거래소
001040,CJ,거래소
079160,CJ CGV,거래소
000120,CJ대한통운,거래소
011150,CJ씨푸드,거래소
011155,CJ씨푸드1우,거래소
001045,CJ우,거래소
097950,CJ제일제당,거래소
097955,CJ제일제당 우,거래소
037560,CJ헬로비전,거래소
000590,CS홀딩스,거래소
139130,DGB금융지주,거래소
004840,DRB동일,거래소
155660,DSR,거래소
069730,DSR제강,거래소
017940,E1,거래소
007700,F&F,거래소
114090,GKL,거래소
078930,GS,거래소
006360,GS건설,거래소
001250,GS글로벌,거래소
007070,GS리테일,거래소
078935,GS우,거래소
001500,HMC투자증권,거래소
003560,IHQ,거래소
175330,JB금융지주,거래소
234080,JW생명과학,거래소
001060,JW중외제약,거래소
001067,JW중외제약2우B,거래소
001065,JW중외제약우,거래소
096760,JW홀딩스,거래소
148020,KBSTAR 200,거래소
252400,KBSTAR 200선물레버리지,거래소
252410,KBSTAR 200선물인버스,거래소
252420,KBSTAR 200선물인버스2X,거래소
105780,KBSTAR 5대그룹주,거래소
234310,KBSTAR V&S셀렉트밸류,거래소
241390,KBSTAR V&S셀렉트밸류채권혼합,거래소
114100,KBSTAR 국고채,거래소
196230,KBSTAR 단기통안채,거래소
252730,KBSTAR 모멘텀로우볼,거래소
252720,KBSTAR 모멘텀밸류,거래소
219390,KBSTAR 미국원유생산기업(합성 H),거래소
140570,KBSTAR 수출주,거래소
140580,KBSTAR 우량업종,거래소
136340,KBSTAR 우량회사채,거래소
196220,KBSTAR 일본레버리지(H),거래소
183710,KBSTAR 주식혼합,거래소
174360,KBSTAR 중국본토대형주CSI100,거래소
250730,KBSTAR 차이나H주(H),거래소
183700,KBSTAR 채권혼합,거래소
253280,KBSTAR 헬스케어,거래소
253290,KBSTAR 헬스케어채권혼합,거래소
105560,KB금융,거래소
002550,KB손해보험,거래소
002380,KCC,거래소
009070,KCTC,거래소
009440,KC그린홀딩스,거래소
119650,KC코트렐,거래소
092220,KEC,거래소
109070,KGP,거래소
001390,KG케미칼,거래소
105190,KINDEX 200,거래소
225130,KINDEX 골드선물 레버리지(합성 H),거래소
232590,KINDEX 골드선물 인버스2X(합성 H),거래소
114460,KINDEX 국고채,거래소
190620,KINDEX 단기자금,거래소
152500,KINDEX 레버리지,거래소
181480,KINDEX 미국리츠부동산(합성 H),거래소
211260,KINDEX 배당성장,거래소
143460,KINDEX 밸류대형,거래소
245710,KINDEX 베트남VN30(합성),거래소
131890,KINDEX 삼성그룹EW,거래소
108450,KINDEX 삼성그룹SW,거래소
256440,KINDEX 인도네시아MSCI(합성),거래소
145670,KINDEX 인버스,거래소
238720,KINDEX 일본Nikkei225(H),거래소
196030,KINDEX 일본레버리지(H),거래소
205720,KINDEX 일본인버스(합성 H),거래소
168580,KINDEX 중국본토CSI300,거래소
219900,KINDEX 중국본토레버리지(합성),거래소
227930,KINDEX 코스닥 150,거래소
251890,KINDEX 코스닥(합성),거래소
234790,KINDEX 코스닥150 레버리지,거래소
226380,KINDEX 한류,거래소
001940,KISCO홀딩스,거래소
152380,KODEX 10년국채선물,거래소
069500,KODEX 200,거래소
237350,KODEX 200 대형,거래소
226980,KODEX 200 중소형,거래소
223190,KODEX 200가치저변동,거래소
252650,KODEX 200동일가중,거래소
252670,KODEX 200선물인버스2X,거래소
099140,KODEX China H,거래소
204450,KODEX China H 레버리지(H),거래소
101280,KODEX Japan,거래소
229720,KODEX KTOP30,거래소
156080,KODEX MSCI KOREA,거래소
251350,KODEX MSCI World,거래소
200050,KODEX MSCI독일(합성),거래소
219480,KODEX S&P500선물(H),거래소
247780,KODEX 가치투자,거래소
117700,KODEX 건설,거래소
132030,KODEX 골드선물(H),거래소
138910,KODEX 구리선물(H),거래소
114260,KODEX 국고채,거래소
102960,KODEX 기계장비,거래소
153130,KODEX 단기채권,거래소
214980,KODEX 단기채권PLUS,거래소
122630,KODEX 레버리지,거래소
244620,KODEX 모멘텀Plus,거래소
200020,KODEX 미국IT(합성),거래소
200040,KODEX 미국금융(합성),거래소
185680,KODEX 미국바이오(합성),거래소
200030,KODEX 미국산업재(합성),거래소
218420,KODEX 미국에너지(합성),거래소
244580,KODEX 바이오,거래소
091160,KODEX 반도체,거래소
211900,KODEX 배당성장,거래소
237370,KODEX 배당성장채권혼합,거래소
244670,KODEX 밸류Plus,거래소
140700,KODEX 보험,거래소
102780,KODEX 삼성그룹,거래소
213610,KODEX 삼성그룹밸류,거래소
247790,KODEX 성장투자,거래소
136280,KODEX 소비재,거래소
256750,KODEX 심천ChiNext(합성),거래소
117460,KODEX 에너지화학,거래소
140710,KODEX 운송,거래소
144600,KODEX 은선물(H),거래소
091170,KODEX 은행,거래소
114800,KODEX 인버스,거래소
176950,KODEX 인버스국채선물10년,거래소
091180,KODEX 자동차,거래소
169950,KODEX 중국본토 A50,거래소
102970,KODEX 증권,거래소
117680,KODEX 철강,거래소
229200,KODEX 코스닥 150,거래소
233740,KODEX 코스닥150 레버리지,거래소
251340,KODEX 코스닥150인버스,거래소
226490,KODEX 코스피,거래소
138920,KODEX 콩선물(H),거래소
244660,KODEX 퀄리티Plus,거래소
247800,KODEX 턴어라운드투자,거래소
153270,KOSEF 100,거래소
148070,KOSEF 10년국고채,거래소
167860,KOSEF 10년국고채 레버리지,거래소
069660,KOSEF 200,거래소
152280,KOSEF 200 선물,거래소
253250,KOSEF 200선물레버리지,거래소
253240,KOSEF 200선물인버스,거래소
253230,KOSEF 200선물인버스2X,거래소
100910,KOSEF KRX100,거래소
104530,KOSEF 고배당,거래소
114470,KOSEF 국고채,거래소
130730,KOSEF 단기자금,거래소
138230,KOSEF 달러선물,거래소
139660,KOSEF 달러인버스선물,거래소
225800,KOSEF 미국달러선물 레버리지(합성),거래소
230480,KOSEF 미국달러선물 인버스2X(합성),거래소
104520,KOSEF 블루칩,거래소
200250,KOSEF 인디아(합성),거래소
122260,KOSEF 통안채,거래소
083420,KPX그린케미칼,거래소
025000,KPX케미칼,거래소
092230,KPX홀딩스,거래소
000040,KR모터스,거래소
044450,KSS해운,거래소
030200,KT,거래소
033780,KT&G,거래소
030210,KTB투자증권,거래소
058850,KTcs,거래소
168300,KTOP 50,거래소
093050,LF,거래소
003550,LG,거래소
034220,LG디스플레이,거래소
001120,LG상사,거래소
068870,LG생명과학,거래소
068875,LG생명과학우,거래소
051900,LG생활건강,거래소
051905,LG생활건강우,거래소
003555,LG우,거래소
032640,LG유플러스,거래소
011070,LG이노텍,거래소
066570,LG전자,거래소
066575,LG전자우,거래소
108670,LG하우시스,거래소
108675,LG하우시스우,거래소
051910,LG화학,거래소
051915,LG화학우,거래소
079550,LIG넥스원,거래소
006260,LS,거래소
000680,LS네트웍스,거래소
010120,LS산전,거래소
023150,MH에탄올,거래소
035420,NAVER,거래소
181710,NHN엔터테인먼트,거래소
005940,NH투자증권,거래소
005945,NH투자증권우,거래소
034310,NICE,거래소
008260,NI스틸,거래소
004250,NPC,거래소
004255,NPC우,거래소
010060,OCI,거래소
005490,POSCO,거래소
550020,QV 2차전지 테마 ETN,거래소
550001,QV Big Vol ETN,거래소
550018,QV CHINEXT ETN(H),거래소
550025,QV HMR 테마 ETN,거래소
550026,QV KTOP30 ETN,거래소
550030,QV OLED 테마 ETN,거래소
550002,QV WISE 배당 ETN,거래소
550016,QV 건설 TOP5 ETN,거래소
550023,QV 고령화 테마 ETN,거래소
550006,QV 내수소비 TOP5 ETN,거래소
550027,QV 농업 테마 ETN,거래소
550029,QV 대체에너지 테마 ETN,거래소
550004,QV 롱숏 K150 매수 로우볼 매도 ETN,거래소
550014,QV 바이오 TOP5 ETN,거래소
550032,QV 방위산업 테마 ETN,거래소
550022,QV 사물인터넷 테마 ETN,거래소
550008,QV 소프트웨어 TOP5 ETN,거래소
550024,QV 수자원 테마 ETN,거래소
550003,QV 스마트리밸런싱 250/3 ETN,거래소
550005,QV 에너지 TOP5 ETN,거래소
550010,QV 운송 TOP5 ETN,거래소
550012,QV 의료 TOP5 ETN,거래소
550011,QV 자동차 TOP5 ETN,거래소
550019,QV 전기차 테마 ETN,거래소
550015,QV 제약 TOP5 ETN,거래소
550007,QV 조선 TOP5 ETN,거래소
550021,QV 핀테크 테마 ETN,거래소
550009,QV 하드웨어 TOP5 ETN,거래소
550031,QV 항공우주 테마 ETN,거래소
550013,QV 화학 TOP5 ETN,거래소
100840,S&TC,거래소
064960,S&T모티브,거래소
003570,S&T중공업,거래소
036530,S&T홀딩스,거래소
010950,S-Oil,거래소
010955,S-Oil우,거래소
034120,SBS,거래소
101060,SBS미디어홀딩스,거래소
004060,SG세계물산,거래소
001380,SG충방,거래소
002360,SH에너지화학,거래소
009160,SIMPAC,거래소
123700,SJM,거래소
025530,SJM홀딩스,거래소
034730,SK,거래소
011790,SKC,거래소
018670,SK가스,거래소
001740,SK네트웍스,거래소
001745,SK네트웍스우,거래소
210980,SK디앤디,거래소
03473K,SK우,거래소
096770,SK이노베이션,거래소
096775,SK이노베이션우,거래소
001510,SK증권,거래소
001515,SK증권우,거래소
006120,SK케미칼,거래소
006125,SK케미칼우,거래소
017670,SK텔레콤,거래소
000660,SK하이닉스,거래소
208470,SMART MSCI선진국(합성 H),거래소
220130,SMART 중국본토 중소형 CSI500(합성 H),거래소
011810,STX,거래소
077970,STX엔진,거래소
071970,STX중공업,거래소
084870,TBH글로벌,거래소
002710,TCC동양,거래소
102110,TIGER 200,거래소
139260,TIGER 200 IT,거래소
139220,TIGER 200 건설,거래소
139290,TIGER 200 경기소비재,거래소
139270,TIGER 200 금융,거래소
227550,TIGER 200 산업재,거래소
227560,TIGER 200 생활소비재,거래소
139250,TIGER 200 에너지화학,거래소
139230,TIGER 200 중공업,거래소
139240,TIGER 200 철강소재,거래소
227540,TIGER 200 헬스케어,거래소
243880,TIGER 200IT레버리지,거래소
252000,TIGER 200동일가중,거래소
252710,TIGER 200선물인버스2X,거래소
243890,TIGER 200에너지화학레버리지,거래소
091210,TIGER KRX100,거래소
228820,TIGER KTOP30,거래소
138530,TIGER LG그룹+,거래소
225040,TIGER S&P500레버리지(합성 H),거래소
143850,TIGER S&P500선물(H),거래소
225030,TIGER S&P500인버스선물(H),거래소
182480,TIGER US리츠(합성 H),거래소
217790,TIGER 가격조정,거래소
139280,TIGER 경기방어,거래소
237440,TIGER 경기방어채권혼합,거래소
160580,TIGER 구리실물,거래소
114820,TIGER 국채3,거래소
248270,TIGER 글로벌헬스케어(합성),거래소
139310,TIGER 금속선물(H),거래소
139320,TIGER 금은선물(H),거래소
133690,TIGER 나스닥100,거래소
203780,TIGER 나스닥바이오,거래소
137610,TIGER 농산물선물(H),거래소
182490,TIGER 단기선진하이일드(합성 H),거래소
253990,TIGER 대만TAIEX파생(H),거래소
105010,TIGER 라틴,거래소
123320,TIGER 레버리지,거래소
174350,TIGER 로우볼,거래소
147970,TIGER 모멘텀,거래소
245340,TIGER 미국다우존스30,거래소
228810,TIGER 미디어컨텐츠,거래소
091230,TIGER 반도체,거래소
098560,TIGER 방송통신,거래소
211560,TIGER 배당성장,거래소
170350,TIGER 베타플러스,거래소
138520,TIGER 삼성그룹,거래소
152180,TIGER 생활필수품,거래소
157490,TIGER 소프트웨어,거래소
228800,TIGER 여행레저,거래소
227570,TIGER 우량가치,거래소
130680,TIGER 원유선물(H),거래소
217770,TIGER 원유인버스선물(H),거래소
157450,TIGER 유동자금,거래소
195930,TIGER 유로스탁스50(합성 H),거래소
225050,TIGER 유로스탁스레버리지(합성 H),거래소
245350,TIGER 유로스탁스배당30,거래소
091220,TIGER 은행,거래소
225060,TIGER 이머징마켓레버리지(합성 H),거래소
236350,TIGER 인도레버리지(합성),거래소
123310,TIGER 인버스,거래소
195920,TIGER 일본(합성 H),거래소
241180,TIGER 일본니케이225,거래소
248260,TIGER 일본헬스케어(합성),거래소
157510,TIGER 자동차,거래소
150460,TIGER 중국소비테마,거래소
157500,TIGER 증권,거래소
117690,TIGER 차이나,거래소
192090,TIGER 차이나A300,거래소
204480,TIGER 차이나A레버리지(합성),거래소
217780,TIGER 차이나A인버스(합성),거래소
245360,TIGER 차이나H,거래소
166400,TIGER 커버드C200,거래소
232080,TIGER 코스닥150,거래소
233160,TIGER 코스닥150 레버리지,거래소
250780,TIGER 코스닥150인버스,거래소
210780,TIGER 코스피고배당,거래소
143860,TIGER 헬스케어,거래소
138540,TIGER 현대차그룹+,거래소
228790,TIGER 화장품,거래소
157520,TIGER 화학,거래소
108590,TREX 200,거래소
097750,TREX 중소형가치,거래소
145850,TREX 펀더멘탈 200,거래소
570015,TRUE 다우존스 지속가능경영 코리아 ETN,거래소
570011,TRUE 레버리지 엔선물 ETN,거래소
570005,TRUE 목표변동성20 코스피선물 ETN,거래소
570003,TRUE 빅5 동일가중 ETN,거래소
570008,TRUE 섹터탑픽 ETN,거래소
570010,TRUE 엔선물 ETN,거래소
570007,TRUE 위안화 중국5년국채 ETN,거래소
570013,TRUE 유로선물 ETN,거래소
570012,TRUE 인버스 엔선물 ETN,거래소
570014,TRUE 인버스 유로선물 ETN,거래소
570004,TRUE 인버스 유로스탁스50 ETN(H),거래소
570006,TRUE 인버스 차이나H ETN(H),거래소
570009,TRUE 코리아프리미어 ETN,거래소
570002,TRUE 코스피 선물매도 풋매도 ETN,거래소
570001,TRUE 코스피 선물매수 콜매도 ETN,거래소
024070,WISCOM,거래소
037270,YG PLUS,거래소
000500,가온전선,거래소
000860,강남제비스코,거래소
035250,강원랜드,거래소
011420,갤럭시아에스엠,거래소
002100,경농,거래소
012320,경동가스,거래소
009450,경동나비엔,거래소
000050,경방,거래소
214390,경보제약,거래소
012610,경인양행,거래소
009140,경인전자,거래소
013580,계룡건설,거래소
012200,계양전기,거래소
012205,계양전기우,거래소
004200,고려개발,거래소
002140,고려산업,거래소
010130,고려아연,거래소
002240,고려제강,거래소
009810,고려포리머,거래소
001290,골든브릿지증권,거래소
009290,광동제약,거래소
017040,광명전기,거래소
017900,광전자,거래소
037710,광주신세계,거래소
192530,광주은행,거래소
140910,광희리츠,거래소
030610,교보증권,거래소
007690,국도화학,거래소
005320,국동,거래소
001140,국보,거래소
002720,국제약품,거래소
014530,극동유화,거래소
014280,금강공업,거래소
014285,금강공업우,거래소
008870,금비,거래소
001570,금양,거래소
002990,금호산업,거래소
002995,금호산업우,거래소
011780,금호석유,거래소
011785,금호석유우,거래소
214330,금호에이치티,거래소
001210,금호전기,거래소
073240,금호타이어,거래소
092440,기신정기,거래소
000270,기아차,거래소
024110,기업은행,거래소
013700,까뮤이앤씨,거래소
004540,깨끗한나라,거래소
004545,깨끗한나라우,거래소
007460,나라케이아이씨,거래소
001260,남광토건,거래소
008350,남선알미늄,거래소
008355,남선알미우,거래소
004270,남성,거래소
003920,남양유업,거래소
003925,남양유업우,거래소
002070,남영비비안,거래소
025860,남해화학,거래소
005720,넥센,거래소
005725,넥센우,거래소
002350,넥센타이어,거래소
002355,넥센타이어1우B,거래소
110570,넥솔론,거래소
090350,노루페인트,거래소
090355,노루페인트우,거래소
000320,노루홀딩스,거래소
000327,노루홀딩스2우B,거래소
000325,노루홀딩스우,거래소
006280,녹십자,거래소
005250,녹십자홀딩스,거래소
005255,녹십자홀딩스1우,거래소
005257,녹십자홀딩스2우,거래소
004370,농심,거래소
072710,농심홀딩스,거래소
023590,다우기술,거래소
020120,다우인큐브,거래소
015590,대경기계,거래소
019680,대교,거래소
019685,대교우B,거래소
006370,대구백화점,거래소
004130,대덕GDS,거래소
004135,대덕GDS우,거래소
008060,대덕전자,거래소
000490,대동공업,거래소
008110,대동전자,거래소
005750,대림B&Co,거래소
000210,대림산업,거래소
000215,대림산업우,거래소
004440,대림씨엔에스,거래소
006570,대림통상,거래소
001680,대상,거래소
001689,대상3우B,거래소
001685,대상우,거래소
084690,대상홀딩스,거래소
084695,대상홀딩스우,거래소
128820,대성산업,거래소
117580,대성에너지,거래소
005620,대성합동지주,거래소
016710,대성홀딩스,거래소
003540,대신증권,거래소
003547,대신증권2우B,거래소
003545,대신증권우,거래소
009190,대양금속,거래소
014160,대영포장,거래소
520013,대우 Q150 Core5 ETN,거래소
520009,대우 레버리지 원유선물혼합 ETN(H),거래소
520001,대우 로우볼 ETN,거래소
520014,대우 미디어엔터 Core5 ETN,거래소
520006,대우 에너지화학 Core5 ETN,거래소
520010,대우 원유선물혼합 ETN(H),거래소
520003,대우 원자재 선물 ETN(H),거래소
520015,대우 인버스 미디어엔터 Core5 ETN,거래소
520007,대우 인버스 에너지화학 Core5 ETN,거래소
520011,대우 인버스 원유선물혼합 ETN(H),거래소
520005,대우 인버스 전기전자 Core5 ETN,거래소
520004,대우 전기전자 Core5 ETN,거래소
520002,대우 차이나 대표주 15 ETN(H),거래소
047040,대우건설,거래소
009320,대우부품,거래소
042660,대우조선해양,거래소
003090,대웅,거래소
069620,대웅제약,거래소
000430,대원강업,거래소
006340,대원전선,거래소
006345,대원전선우,거래소
003220,대원제약,거래소
024890,대원화성,거래소
002880,대유에이텍,거래소
000300,대유플러스,거래소
012800,대창,거래소
015230,대창단조,거래소
001070,대한방직,거래소
006650,대한유화,거래소
001440,대한전선,거래소
084010,대한제강,거래소
001790,대한제당,거래소
001799,대한제당3우B,거래소
001795,대한제당우,거래소
001130,대한제분,거래소
003490,대한항공,거래소
003495,대한항공우,거래소
005880,대한해운,거래소
003830,대한화섬,거래소
016090,대현,거래소
069460,대호에이엘,거래소
012510,더존비즈온,거래소
004830,덕성,거래소
004835,덕성우,거래소
024900,덕양산업,거래소
008000,도레이케미칼,거래소
002150,도화엔지니어링,거래소
001620,동국실업,거래소
001230,동국제강,거래소
023450,동남합성,거래소
004140,동방,거래소
007590,동방아그로,거래소
012030,동부,거래소
005960,동부건설,거래소
005965,동부건설우,거래소
016380,동부제철,거래소
016385,동부제철우,거래소
016610,동부증권,거래소
000990,동부하이텍,거래소
000995,동부하이텍1우,거래소
005830,동부화재,거래소
083350,동북아10호,거래소
083360,동북아11호,거래소
083370,동북아12호,거래소
083380,동북아13호,거래소
